Country,Timestamp,Device Category,Key Actions,Page Path,Source,Avg Session Duration,Bounce Rate,Conversions,New Users,Page Views,Returning Users,Unique Page Views,Average time on home page (min),Website,Date,Time,Day
australia,2019-10-05 14:14:00,mobile,purchase,/home,paid search,121.0,38.0,41.0,813.0,1429.0,439.0,433.0,5.5,amazon.com,2019-10-05,14:14:00,friday
uk,2019-10-05 18:58:00,mobile,purchase,/blog,referral,162.0,46.0,15.0,955.0,1587.0,435.0,743.0,3.12,amazon.com,2019-10-05,18:58:00,friday
india,2019-10-05 19:17:00,desktop,subscribe,/blog,referral,161.0,67.0,33.0,140.0,584.0,280.0,1136.0,5.2,amazon web services (aws),2019-10-05,19:17:00,friday
australia,2019-11-05 04:29:00,mobile,download,/contact,organic search,161.0,27.0,39.0,591.0,1917.0,386.0,541.0,1.66,prime video,2019-11-05,04:29:00,saturday
canada,2019-11-05 12:38:00,desktop,purchase,/contact,social media,124.0,36.0,13.0,280.0,1274.0,42.0,1341.0,2.3,amazon.com,2019-11-05,12:38:00,saturday
canada,2019-11-05 17:41:00,tablet,contact form,/contact,referral,108.0,40.0,24.0,781.0,940.0,306.0,351.0,2.64,aws support,2019-11-05,17:41:00,saturday
uk,2019-12-05 07:10:00,desktop,purchase,/about,direct,99.0,55.0,17.0,989.0,906.0,13.0,954.0,3.42,amazon.com,2019-12-05,07:10:00,sunday
canada,2019-12-05 14:22:00,desktop,purchase,/contact,direct,81.0,43.0,36.0,566.0,1515.0,206.0,791.0,4.68,amazon.com,2019-12-05,14:22:00,sunday
australia,2019-01-06 00:42:00,mobile,sign up,/home,paid search,57.0,26.0,14.0,208.0,388.0,94.0,621.0,2.75,amazon.com,2019-01-06,00:42:00,saturday
canada,2019-01-06 08:54:00,mobile,download,/about,paid search,55.0,35.0,1.0,273.0,1272.0,450.0,1285.0,2.38,amazon music,2019-01-06,08:54:00,saturday
india,2019-01-06 12:04:00,mobile,download,/about,referral,76.0,68.0,46.0,822.0,1516.0,83.0,804.0,1.57,amazon music,2019-01-06,12:04:00,saturday
uk,2019-01-06 15:18:00,mobile,sign up,/blog,direct,146.0,67.0,39.0,203.0,345.0,115.0,769.0,2.12,amazon.com,2019-01-06,15:18:00,saturday
india,2019-02-06 08:36:00,desktop,sign up,/home,social media,143.0,21.0,9.0,536.0,1871.0,150.0,474.0,5.28,amazon prime,2019-02-06,08:36:00,sunday
canada,2019-02-06 14:57:00,mobile,purchase,/products,social media,151.0,30.0,42.0,11.0,365.0,313.0,221.0,1.39,amazon.com,2019-02-06,14:57:00,sunday
india,2019-02-06 16:23:00,desktop,contact form,/blog,social media,59.0,55.0,37.0,190.0,1628.0,291.0,1359.0,3.29,amazon help,2019-02-06,16:23:00,sunday
canada,2019-02-06 18:11:00,desktop,contact form,/about,paid search,129.0,54.0,46.0,39.0,366.0,47.0,899.0,1.42,amazon help,2019-02-06,18:11:00,sunday
uk,2019-03-06 10:08:00,mobile,subscribe,/home,paid search,154.0,67.0,31.0,911.0,1962.0,275.0,1404.0,4.57,amazon prime,2019-03-06,10:08:00,monday
australia,2019-03-06 12:15:00,desktop,download,/about,referral,35.0,42.0,43.0,623.0,1766.0,208.0,417.0,4.51,amazon music,2019-03-06,12:15:00,monday
india,2019-03-06 12:22:00,mobile,download,/about,social media,148.0,65.0,27.0,621.0,1359.0,167.0,171.0,2.91,amazon music,2019-03-06,12:22:00,monday
india,2019-04-06 10:46:00,desktop,contact form,/about,referral,141.0,49.0,5.0,724.0,362.0,324.0,1132.0,3.72,aws support,2019-04-06,10:46:00,tuesday
australia,2019-04-06 10:54:00,mobile,download,/products,organic search,115.0,29.0,8.0,85.0,1414.0,364.0,761.0,3.17,amazon music,2019-04-06,10:54:00,tuesday
canada,2019-04-06 22:02:00,desktop,sign up,/contact,social media,113.0,61.0,42.0,819.0,264.0,291.0,126.0,5.13,amazon music,2019-04-06,22:02:00,tuesday
canada,2019-05-06 05:53:00,desktop,download,/products,organic search,94.0,55.0,29.0,855.0,717.0,421.0,244.0,3.27,amazon music,2019-05-06,05:53:00,wednesday
india,2019-05-06 06:42:00,mobile,contact form,/products,direct,49.0,23.0,23.0,612.0,1742.0,283.0,1056.0,5.72,amazon support,2019-05-06,06:42:00,wednesday
usa,2019-05-06 08:41:00,mobile,sign up,/blog,direct,166.0,37.0,17.0,150.0,1088.0,283.0,1205.0,5.37,amazon.com,2019-05-06,08:41:00,wednesday
canada,2019-05-06 08:43:00,desktop,download,/contact,referral,135.0,57.0,29.0,245.0,466.0,257.0,1055.0,2.55,amazon music,2019-05-06,08:43:00,wednesday
canada,2019-05-06 10:39:00,mobile,subscribe,/home,organic search,132.0,47.0,4.0,20.0,222.0,5.0,145.0,3.73,audible,2019-05-06,10:39:00,wednesday
canada,2019-05-06 12:49:00,desktop,sign up,/contact,social media,124.0,36.0,7.0,819.0,1770.0,294.0,610.0,5.16,amazon music,2019-05-06,12:49:00,wednesday
india,2019-05-06 15:32:00,desktop,subscribe,/about,direct,70.0,44.0,28.0,187.0,621.0,321.0,1400.0,4.17,audible,2019-05-06,15:32:00,wednesday
australia,2019-05-06 20:53:00,mobile,contact form,/blog,paid search,110.0,69.0,6.0,398.0,967.0,324.0,945.0,5.06,amazon help,2019-05-06,20:53:00,wednesday
uk,2019-05-06 21:24:00,mobile,sign up,/home,direct,115.0,69.0,32.0,505.0,1546.0,182.0,1197.0,2.0,amazon.com,2019-05-06,21:24:00,wednesday
canada,2019-06-06 04:06:00,mobile,purchase,/about,organic search,111.0,37.0,8.0,846.0,405.0,453.0,1111.0,0.98,amazon.com,2019-06-06,04:06:00,thursday
usa,2019-07-06 04:16:00,mobile,sign up,/products,organic search,123.0,26.0,48.0,444.0,871.0,242.0,1292.0,3.34,amazon.com,2019-07-06,04:16:00,friday
australia,2019-07-06 13:34:00,mobile,contact form,/blog,referral,61.0,51.0,15.0,718.0,1389.0,330.0,237.0,1.27,aws support,2019-07-06,13:34:00,friday
australia,2019-08-06 01:04:00,mobile,download,/home,organic search,149.0,53.0,11.0,663.0,400.0,57.0,1350.0,2.69,prime video,2019-08-06,01:04:00,saturday
canada,2019-08-06 04:19:00,mobile,sign up,/about,paid search,52.0,51.0,45.0,341.0,633.0,464.0,989.0,4.0,amazon music,2019-08-06,04:19:00,saturday
australia,2019-08-06 07:23:00,mobile,sign up,/blog,direct,103.0,30.0,18.0,340.0,1210.0,98.0,727.0,4.67,amazon.com,2019-08-06,07:23:00,saturday
india,2019-08-06 15:32:00,mobile,subscribe,/home,direct,128.0,40.0,31.0,369.0,1659.0,418.0,1333.0,1.85,audible,2019-08-06,15:32:00,saturday
india,2019-08-06 22:08:00,mobile,subscribe,/blog,referral,133.0,29.0,20.0,366.0,1689.0,493.0,858.0,2.03,audible,2019-08-06,22:08:00,saturday
uk,2019-09-06 01:39:00,mobile,purchase,/about,referral,88.0,41.0,27.0,590.0,1426.0,67.0,281.0,4.63,amazon.com,2019-09-06,01:39:00,sunday
india,2019-09-06 03:50:00,mobile,download,/products,social media,120.0,49.0,9.0,708.0,1423.0,131.0,710.0,5.07,prime video,2019-09-06,03:50:00,sunday
canada,2019-09-06 08:34:00,desktop,sign up,/home,direct,82.0,67.0,49.0,905.0,1361.0,203.0,1284.0,5.47,amazon prime,2019-09-06,08:34:00,sunday
canada,2019-09-06 14:05:00,mobile,purchase,/products,social media,157.0,29.0,48.0,200.0,1945.0,53.0,831.0,4.96,amazon.com,2019-09-06,14:05:00,sunday
canada,2019-09-06 15:07:00,mobile,purchase,/about,paid search,179.0,28.0,34.0,436.0,1437.0,355.0,525.0,2.56,amazon.com,2019-09-06,15:07:00,sunday
india,2019-09-06 18:17:00,mobile,download,/home,referral,165.0,22.0,4.0,956.0,971.0,6.0,504.0,4.58,prime video,2019-09-06,18:17:00,sunday
india,2019-09-06 20:23:00,mobile,purchase,/blog,paid search,53.0,36.0,34.0,158.0,1228.0,70.0,866.0,5.23,amazon.com,2019-09-06,20:23:00,sunday
india,2019-10-06 02:48:00,desktop,purchase,/about,paid search,35.0,40.0,33.0,176.0,1859.0,377.0,1305.0,5.49,amazon.com,2019-10-06,02:48:00,monday
uk,2019-10-06 06:57:00,mobile,purchase,/contact,paid search,101.0,35.0,14.0,845.0,579.0,334.0,711.0,2.76,amazon.com,2019-10-06,06:57:00,monday
australia,2019-10-06 13:14:00,mobile,sign up,/home,direct,165.0,55.0,46.0,730.0,1831.0,340.0,1258.0,4.57,amazon music,2019-10-06,13:14:00,monday
australia,2019-10-06 19:46:00,tablet,sign up,/about,organic search,147.0,68.0,24.0,298.0,1163.0,266.0,1300.0,5.08,amazon.com,2019-10-06,19:46:00,monday
canada,2019-11-06 03:34:00,mobile,subscribe,/products,direct,79.0,62.0,24.0,161.0,1278.0,182.0,1314.0,4.6,amazon web services (aws),2019-11-06,03:34:00,tuesday
uk,2019-12-06 04:09:00,desktop,contact form,/products,direct,88.0,38.0,21.0,855.0,1426.0,116.0,535.0,5.76,amazon support,2019-12-06,04:09:00,wednesday
usa,2019-12-06 13:54:00,mobile,purchase,/contact,paid search,32.0,43.0,9.0,805.0,905.0,120.0,559.0,3.22,amazon.com,2019-12-06,13:54:00,wednesday
uk,2019-12-06 15:01:00,desktop,contact form,/products,organic search,158.0,56.0,20.0,478.0,310.0,133.0,852.0,3.81,amazon help,2019-12-06,15:01:00,wednesday
australia,2019-12-06 23:32:00,mobile,download,/products,referral,175.0,59.0,20.0,249.0,492.0,8.0,1035.0,3.07,prime video,2019-12-06,23:32:00,wednesday
canada,2019-01-07 11:54:00,mobile,sign up,/home,direct,161.0,59.0,8.0,971.0,476.0,282.0,220.0,3.54,amazon.com,2019-01-07,11:54:00,monday
uk,2019-01-07 13:20:00,mobile,sign up,/contact,referral,55.0,49.0,38.0,876.0,207.0,14.0,858.0,4.57,amazon music,2019-01-07,13:20:00,monday
uk,2019-01-07 21:02:00,mobile,contact form,/about,social media,34.0,28.0,43.0,301.0,313.0,92.0,1251.0,1.28,amazon help,2019-01-07,21:02:00,monday
india,2019-02-07 01:42:00,mobile,subscribe,/home,direct,79.0,29.0,25.0,844.0,1901.0,337.0,1411.0,1.36,audible,2019-02-07,01:42:00,tuesday
usa,2019-02-07 19:23:00,tablet,purchase,/home,organic search,83.0,34.0,42.0,888.0,628.0,367.0,366.0,2.96,amazon.com,2019-02-07,19:23:00,tuesday
india,2019-03-07 05:17:00,desktop,purchase,/contact,social media,49.0,38.0,29.0,234.0,1836.0,89.0,846.0,4.19,amazon.com,2019-03-07,05:17:00,wednesday
usa,2019-03-07 22:29:00,desktop,download,/home,direct,40.0,46.0,25.0,904.0,1404.0,178.0,1063.0,3.5,amazon music,2019-03-07,22:29:00,wednesday
canada,2019-04-07 19:24:00,mobile,subscribe,/contact,paid search,165.0,69.0,35.0,166.0,1156.0,34.0,562.0,1.49,audible,2019-04-07,19:24:00,thursday
australia,2019-05-07 00:13:00,desktop,purchase,/about,social media,41.0,42.0,39.0,668.0,1346.0,388.0,318.0,4.46,amazon.com,2019-05-07,00:13:00,friday
india,2019-05-07 06:43:00,mobile,download,/home,referral,106.0,65.0,28.0,260.0,311.0,30.0,590.0,5.55,prime video,2019-05-07,06:43:00,friday
india,2019-05-07 09:28:00,mobile,contact form,/contact,social media,178.0,49.0,43.0,555.0,1036.0,123.0,306.0,3.46,aws support,2019-05-07,09:28:00,friday
usa,2019-05-07 14:12:00,mobile,sign up,/about,organic search,134.0,36.0,4.0,564.0,434.0,191.0,1218.0,5.23,amazon prime,2019-05-07,14:12:00,friday
canada,2019-05-07 16:00:00,mobile,subscribe,/home,organic search,52.0,42.0,47.0,453.0,497.0,303.0,566.0,3.67,amazon prime,2019-05-07,16:00:00,friday
india,2019-06-07 01:49:00,mobile,sign up,/about,social media,143.0,45.0,18.0,934.0,1370.0,277.0,146.0,5.24,amazon prime,2019-06-07,01:49:00,saturday
usa,2019-06-07 05:06:00,desktop,contact form,/contact,direct,119.0,60.0,24.0,703.0,329.0,270.0,681.0,5.18,amazon help,2019-06-07,05:06:00,saturday
usa,2019-06-07 06:40:00,desktop,subscribe,/contact,paid search,116.0,53.0,27.0,256.0,1833.0,327.0,722.0,2.36,amazon prime,2019-06-07,06:40:00,saturday
uk,2019-06-07 11:51:00,mobile,subscribe,/blog,paid search,88.0,30.0,5.0,698.0,1763.0,445.0,709.0,4.57,audible,2019-06-07,11:51:00,saturday
india,2019-06-07 14:17:00,mobile,purchase,/contact,paid search,128.0,34.0,34.0,602.0,1076.0,232.0,328.0,1.33,amazon.com,2019-06-07,14:17:00,saturday
uk,2019-07-07 00:24:00,mobile,purchase,/home,organic search,132.0,69.0,47.0,716.0,1000.0,99.0,1116.0,5.29,amazon.com,2019-07-07,00:24:00,sunday
usa,2019-07-07 02:45:00,tablet,sign up,/home,referral,70.0,58.0,30.0,732.0,221.0,36.0,1080.0,4.02,amazon prime,2019-07-07,02:45:00,sunday
australia,2019-07-07 21:45:00,tablet,purchase,/about,organic search,116.0,40.0,36.0,322.0,1535.0,474.0,728.0,1.64,amazon.com,2019-07-07,21:45:00,sunday
usa,2019-07-07 22:47:00,mobile,contact form,/about,referral,147.0,25.0,6.0,190.0,529.0,122.0,976.0,2.05,aws support,2019-07-07,22:47:00,sunday
canada,2019-08-07 19:28:00,mobile,contact form,/about,direct,120.0,48.0,20.0,73.0,1996.0,55.0,872.0,2.79,aws support,2019-08-07,19:28:00,monday
usa,2019-08-07 21:02:00,mobile,subscribe,/home,direct,46.0,68.0,30.0,271.0,1889.0,417.0,888.0,2.7,amazon prime,2019-08-07,21:02:00,monday
usa,2019-09-07 13:13:00,desktop,sign up,/products,referral,162.0,53.0,12.0,203.0,294.0,32.0,766.0,4.11,amazon prime,2019-09-07,13:13:00,tuesday
uk,2019-09-07 20:53:00,desktop,download,/contact,paid search,140.0,64.0,14.0,684.0,1338.0,234.0,240.0,2.8,prime video,2019-09-07,20:53:00,tuesday
canada,2019-10-07 09:56:00,mobile,subscribe,/home,organic search,104.0,35.0,16.0,835.0,1061.0,73.0,1064.0,5.38,audible,2019-10-07,09:56:00,wednesday
uk,2019-10-07 23:00:00,desktop,sign up,/home,organic search,103.0,44.0,10.0,176.0,1883.0,283.0,565.0,2.14,amazon.com,2019-10-07,23:00:00,wednesday
uk,2019-10-07 23:08:00,desktop,download,/contact,direct,165.0,33.0,14.0,757.0,1133.0,232.0,392.0,5.35,prime video,2019-10-07,23:08:00,wednesday
usa,2019-11-07 02:23:00,mobile,contact form,/blog,social media,85.0,31.0,42.0,511.0,1113.0,60.0,788.0,2.0,amazon help,2019-11-07,02:23:00,thursday
india,2019-11-07 06:14:00,mobile,subscribe,/contact,social media,113.0,24.0,20.0,814.0,1921.0,85.0,873.0,2.05,amazon web services (aws),2019-11-07,06:14:00,thursday
uk,2019-11-07 06:28:00,mobile,purchase,/blog,paid search,111.0,64.0,15.0,466.0,641.0,430.0,694.0,1.28,amazon.com,2019-11-07,06:28:00,thursday
usa,2019-11-07 06:32:00,desktop,subscribe,/blog,social media,52.0,50.0,19.0,359.0,672.0,57.0,1010.0,5.86,amazon web services (aws),2019-11-07,06:32:00,thursday
usa,2019-11-07 06:42:00,desktop,download,/products,social media,65.0,54.0,10.0,765.0,1157.0,252.0,985.0,0.86,amazon music,2019-11-07,06:42:00,thursday
usa,2019-12-07 01:56:00,mobile,contact form,/contact,social media,172.0,44.0,0.0,477.0,481.0,81.0,1060.0,2.43,amazon help,2019-12-07,01:56:00,friday
canada,2019-12-07 03:56:00,mobile,sign up,/about,referral,60.0,28.0,47.0,723.0,979.0,293.0,1231.0,3.92,amazon music,2019-12-07,03:56:00,friday
canada,2019-12-07 08:40:00,mobile,purchase,/about,social media,60.0,60.0,21.0,467.0,1134.0,284.0,1137.0,3.13,amazon.com,2019-12-07,08:40:00,friday
canada,2019-12-07 22:05:00,tablet,subscribe,/home,social media,101.0,64.0,37.0,887.0,1632.0,478.0,927.0,4.48,audible,2019-12-07,22:05:00,friday
canada,2019-12-07 22:15:00,desktop,contact form,/about,organic search,81.0,28.0,48.0,818.0,1155.0,211.0,888.0,3.63,aws support,2019-12-07,22:15:00,friday
canada,2019-01-08 19:26:00,mobile,subscribe,/home,social media,88.0,39.0,19.0,449.0,1297.0,84.0,1248.0,3.55,audible,2019-01-08,19:26:00,thursday
usa,2019-01-08 20:41:00,mobile,subscribe,/about,social media,45.0,65.0,14.0,172.0,1903.0,335.0,1362.0,3.69,amazon prime,2019-01-08,20:41:00,thursday
uk,2019-02-08 22:06:00,mobile,purchase,/home,social media,112.0,63.0,21.0,232.0,986.0,476.0,800.0,5.25,amazon.com,2019-02-08,22:06:00,friday
india,2019-03-08 03:45:00,mobile,contact form,/about,organic search,51.0,68.0,18.0,903.0,853.0,322.0,88.0,5.35,aws support,2019-03-08,03:45:00,saturday
uk,2019-04-08 08:15:00,tablet,purchase,/products,social media,148.0,26.0,13.0,559.0,1863.0,478.0,524.0,1.83,amazon.com,2019-04-08,08:15:00,sunday
canada,2019-04-08 16:04:00,desktop,contact form,/home,social media,34.0,36.0,30.0,505.0,790.0,27.0,436.0,1.1,aws support,2019-04-08,16:04:00,sunday
australia,2019-04-08 20:59:00,desktop,purchase,/blog,direct,85.0,37.0,23.0,362.0,849.0,292.0,1382.0,3.17,amazon.com,2019-04-08,20:59:00,sunday
uk,2019-05-08 05:16:00,mobile,sign up,/home,referral,45.0,21.0,1.0,269.0,914.0,257.0,251.0,4.94,amazon prime,2019-05-08,05:16:00,monday
uk,2019-05-08 11:22:00,mobile,contact form,/contact,social media,168.0,68.0,24.0,545.0,710.0,481.0,264.0,5.92,aws support,2019-05-08,11:22:00,monday
usa,2019-05-08 20:46:00,mobile,contact form,/about,social media,78.0,35.0,26.0,852.0,1385.0,159.0,540.0,1.23,aws support,2019-05-08,20:46:00,monday
uk,2019-06-08 01:12:00,mobile,sign up,/blog,direct,67.0,48.0,16.0,998.0,1326.0,464.0,180.0,5.43,amazon prime,2019-06-08,01:12:00,tuesday
canada,2019-06-08 09:32:00,desktop,subscribe,/products,direct,34.0,57.0,7.0,931.0,1128.0,54.0,898.0,5.51,amazon web services (aws),2019-06-08,09:32:00,tuesday
canada,2019-07-08 02:23:00,desktop,purchase,/contact,social media,66.0,46.0,41.0,353.0,1795.0,428.0,497.0,3.43,amazon.com,2019-07-08,02:23:00,wednesday
india,2019-07-08 22:13:00,desktop,contact form,/home,direct,136.0,67.0,6.0,768.0,972.0,116.0,924.0,2.06,amazon help,2019-07-08,22:13:00,wednesday
usa,2019-08-08 07:57:00,mobile,purchase,/blog,social media,147.0,22.0,9.0,405.0,1129.0,304.0,442.0,4.8,amazon.com,2019-08-08,07:57:00,thursday
australia,2019-08-08 14:49:00,desktop,download,/products,paid search,123.0,25.0,18.0,237.0,304.0,75.0,467.0,3.02,prime video,2019-08-08,14:49:00,thursday
uk,2019-09-08 13:06:00,mobile,subscribe,/products,social media,35.0,22.0,13.0,759.0,1635.0,24.0,166.0,1.31,amazon prime,2019-09-08,13:06:00,friday
canada,2019-09-08 18:59:00,mobile,contact form,/contact,paid search,37.0,57.0,18.0,661.0,360.0,117.0,454.0,3.47,aws support,2019-09-08,18:59:00,friday
uk,2019-10-08 09:14:00,mobile,subscribe,/products,paid search,121.0,42.0,17.0,88.0,250.0,190.0,329.0,5.64,amazon web services (aws),2019-10-08,09:14:00,saturday
usa,2019-10-08 11:27:00,mobile,download,/blog,social media,98.0,42.0,42.0,580.0,1503.0,425.0,356.0,0.85,prime video,2019-10-08,11:27:00,saturday
usa,2019-10-08 21:55:00,mobile,download,/about,organic search,122.0,63.0,5.0,738.0,905.0,463.0,1038.0,1.5,amazon music,2019-10-08,21:55:00,saturday
uk,2019-11-08 00:17:00,mobile,contact form,/blog,direct,151.0,66.0,10.0,670.0,658.0,125.0,350.0,2.56,aws support,2019-11-08,00:17:00,sunday
india,2019-11-08 15:51:00,mobile,purchase,/contact,direct,114.0,61.0,37.0,287.0,779.0,216.0,1314.0,2.53,amazon.com,2019-11-08,15:51:00,sunday
uk,2019-12-08 03:07:00,mobile,sign up,/contact,social media,168.0,35.0,25.0,519.0,1324.0,192.0,316.0,4.48,amazon music,2019-12-08,03:07:00,monday
india,2019-12-08 07:01:00,mobile,contact form,/contact,referral,176.0,36.0,22.0,715.0,1873.0,346.0,1246.0,2.8,aws support,2019-12-08,07:01:00,monday
canada,2019-12-08 13:22:00,mobile,contact form,/about,social media,54.0,67.0,26.0,132.0,438.0,169.0,1029.0,4.55,aws support,2019-12-08,13:22:00,monday
usa,2019-01-09 08:40:00,desktop,purchase,/blog,direct,47.0,69.0,16.0,790.0,1136.0,8.0,1055.0,1.77,amazon.com,2019-01-09,08:40:00,sunday
india,2019-01-09 13:52:00,mobile,subscribe,/blog,paid search,51.0,36.0,20.0,163.0,1639.0,145.0,623.0,2.0,amazon web services (aws),2019-01-09,13:52:00,sunday
india,2019-01-09 16:45:00,mobile,purchase,/products,referral,33.0,61.0,33.0,572.0,1459.0,385.0,520.0,2.11,amazon.com,2019-01-09,16:45:00,sunday
india,2019-01-09 17:30:00,mobile,download,/contact,organic search,61.0,22.0,32.0,613.0,1026.0,407.0,907.0,4.02,prime video,2019-01-09,17:30:00,sunday
usa,2019-01-09 17:35:00,desktop,purchase,/products,direct,99.0,36.0,4.0,556.0,1870.0,130.0,251.0,5.82,amazon.com,2019-01-09,17:35:00,sunday
australia,2019-01-09 20:24:00,mobile,sign up,/home,referral,137.0,50.0,39.0,29.0,1653.0,388.0,369.0,2.22,amazon music,2019-01-09,20:24:00,sunday
canada,2019-02-09 22:41:00,desktop,purchase,/products,referral,157.0,68.0,21.0,153.0,1354.0,296.0,1391.0,2.02,amazon.com,2019-02-09,22:41:00,monday
canada,2019-04-09 00:38:00,desktop,subscribe,/about,social media,161.0,21.0,23.0,30.0,707.0,319.0,123.0,3.54,amazon web services (aws),2019-04-09,00:38:00,wednesday
australia,2019-04-09 02:32:00,desktop,contact form,/products,paid search,167.0,62.0,38.0,269.0,371.0,371.0,1340.0,4.19,amazon help,2019-04-09,02:32:00,wednesday
uk,2019-04-09 16:16:00,desktop,contact form,/blog,social media,40.0,45.0,15.0,481.0,542.0,375.0,1128.0,2.78,amazon help,2019-04-09,16:16:00,wednesday
uk,2019-05-09 05:36:00,mobile,download,/blog,referral,75.0,24.0,6.0,746.0,1328.0,26.0,688.0,2.27,amazon music,2019-05-09,05:36:00,thursday
india,2019-05-09 10:29:00,mobile,subscribe,/blog,referral,135.0,69.0,5.0,157.0,344.0,75.0,783.0,5.98,amazon web services (aws),2019-05-09,10:29:00,thursday
canada,2019-05-09 18:37:00,mobile,sign up,/about,paid search,126.0,48.0,46.0,469.0,555.0,218.0,427.0,5.34,amazon prime,2019-05-09,18:37:00,thursday
australia,2019-05-09 21:19:00,tablet,sign up,/home,social media,118.0,54.0,7.0,728.0,334.0,329.0,866.0,2.58,amazon prime,2019-05-09,21:19:00,thursday
usa,2019-06-09 07:04:00,mobile,contact form,/about,social media,77.0,38.0,7.0,543.0,1346.0,232.0,365.0,5.08,amazon support,2019-06-09,07:04:00,friday
uk,2019-06-09 16:51:00,mobile,contact form,/products,paid search,160.0,64.0,47.0,718.0,465.0,428.0,1115.0,3.85,amazon support,2019-06-09,16:51:00,friday
canada,2019-07-09 10:44:00,mobile,sign up,/products,social media,67.0,39.0,18.0,393.0,236.0,296.0,1071.0,5.36,amazon.com,2019-07-09,10:44:00,saturday
canada,2019-07-09 18:35:00,desktop,sign up,/home,social media,48.0,64.0,1.0,642.0,414.0,140.0,486.0,1.31,amazon.com,2019-07-09,18:35:00,saturday
australia,2019-08-09 10:39:00,mobile,sign up,/home,organic search,127.0,35.0,30.0,116.0,351.0,451.0,1492.0,2.59,amazon prime,2019-08-09,10:39:00,sunday
canada,2019-08-09 22:17:00,mobile,subscribe,/about,direct,106.0,64.0,27.0,37.0,275.0,133.0,323.0,2.11,amazon prime,2019-08-09,22:17:00,sunday
canada,2019-08-09 23:21:00,mobile,subscribe,/home,referral,36.0,46.0,45.0,360.0,1488.0,41.0,932.0,1.09,amazon prime,2019-08-09,23:21:00,sunday
usa,2019-09-09 01:20:00,mobile,subscribe,/blog,social media,96.0,69.0,24.0,182.0,1391.0,414.0,1224.0,2.87,audible,2019-09-09,01:20:00,monday
uk,2019-09-09 16:50:00,desktop,sign up,/about,organic search,93.0,62.0,6.0,819.0,396.0,443.0,1354.0,3.59,amazon.com,2019-09-09,16:50:00,monday
